Applicant_ID,default_status
Apcnt_1000032,0.29521841701933915
Apcnt_1000048,0.35269004939538107
Apcnt_1000052,0.37122530970457274
Apcnt_1000076,0.7175572901465903
Apcnt_1000080,0.138680171146089
Apcnt_1000084,0.36989124739068546
Apcnt_1000104,0.3415228417394439
Apcnt_1000116,0.576462270359198
Apcnt_1000128,0.38560705854029936
Apcnt_1000156,0.2780503578897624
Apcnt_1000192,0.09639167541280368
Apcnt_1000208,0.016996455554171425
Apcnt_1000264,0.5520889512250188
Apcnt_1000288,0.03846687649591074
Apcnt_1000292,0.4448174157930382
Apcnt_1000328,0.6323024413137681
Apcnt_1000336,0.3039843962419959
Apcnt_1000356,0.06746281003224346
Apcnt_1000368,0.11564417625959444
Apcnt_1000372,0.7185689377829176
Apcnt_1000392,0.06146849005642911
Apcnt_1000396,0.07906864511473521
Apcnt_1000400,0.052830858697924685
Apcnt_1000416,0.22584824548669527
Apcnt_1000428,0.019944146664024165
Apcnt_1000440,0.02943071037093352
Apcnt_1000456,0.4772408959122449
Apcnt_1000472,0.04088052644947919
Apcnt_1000488,0.1368850316504379
Apcnt_1000492,0.06760669014026541
Apcnt_1000504,0.6400265471863081
Apcnt_1000516,0.28466424822661396
Apcnt_1000532,0.06749563704380958
Apcnt_1000552,0.19943353002070635
Apcnt_1000564,0.3304347349183634
Apcnt_1000576,0.7086933494707465
Apcnt_1000596,0.06791798980869668
Apcnt_1000620,0.09403153279092683
Apcnt_1000624,0.014093117556226288
Apcnt_1000636,0.004303148509118957
Apcnt_1000648,0.0275811712456145
Apcnt_1000668,0.027025834825770846
Apcnt_1000680,0.10775902974822629
Apcnt_1000696,0.04136395218202417
Apcnt_1000704,0.4744764490182672
Apcnt_1000724,0.037581796502108605
Apcnt_1000740,0.2498619529849708
Apcnt_1000744,0.013384600635273802
Apcnt_1000756,0.025564193799622645
Apcnt_1000768,0.004682857607401556
Apcnt_1000784,0.002963833626683585
Apcnt_1000796,0.004260885314290686
Apcnt_1000808,0.0021753825342340975
Apcnt_1000816,0.018696290822161017
Apcnt_1000820,0.005017586636394735
Apcnt_1000824,0.06316842349598702
Apcnt_1000856,0.5503537452057635
