Applicant_ID,default_status
Apcnt_1000032,0.3395953194588256
Apcnt_1000048,0.4073648548738191
Apcnt_1000052,0.4281872168668189
Apcnt_1000076,0.8261366821182408
Apcnt_1000080,0.1629333762671614
Apcnt_1000084,0.429165971855322
Apcnt_1000104,0.3979642085039899
Apcnt_1000116,0.6679131139432994
Apcnt_1000128,0.4454620619940186
Apcnt_1000156,0.32492219028872443
Apcnt_1000192,0.11267849958847535
Apcnt_1000208,0.021185603980337357
Apcnt_1000264,0.6418739842450489
Apcnt_1000288,0.04341518615269985
Apcnt_1000292,0.5171557450576535
Apcnt_1000328,0.7225472510740742
Apcnt_1000336,0.34866573381706595
Apcnt_1000356,0.07549343725970263
Apcnt_1000368,0.13390665252887493
Apcnt_1000372,0.8254978291861098
Apcnt_1000392,0.0717470822239868
Apcnt_1000396,0.09113635264746489
Apcnt_1000400,0.06347157039723801
Apcnt_1000416,0.26958863541114736
Apcnt_1000428,0.023227658563977852
Apcnt_1000440,0.03518114864576871
Apcnt_1000456,0.5554636709898916
Apcnt_1000472,0.04838746760830975
Apcnt_1000488,0.1564352261260681
Apcnt_1000492,0.07909910179966809
Apcnt_1000504,0.7452183413406868
Apcnt_1000516,0.32887743797823715
Apcnt_1000532,0.0786387318396568
Apcnt_1000552,0.2331613789679793
Apcnt_1000564,0.3892090220122835
Apcnt_1000576,0.8174372927662097
Apcnt_1000596,0.07647827118398395
Apcnt_1000620,0.10742745748595124
Apcnt_1000624,0.0174433642418617
Apcnt_1000636,0.004993115056259645
Apcnt_1000648,0.031497749939856635
Apcnt_1000668,0.032001160796835695
Apcnt_1000680,0.126767183649994
Apcnt_1000696,0.048762026363769896
Apcnt_1000704,0.5449667654349796
Apcnt_1000724,0.04398804295111569
Apcnt_1000740,0.2874486246999213
Apcnt_1000744,0.01591857053912849
Apcnt_1000756,0.030315269961165736
Apcnt_1000768,0.00547378239858254
Apcnt_1000784,0.0034916711299665406
Apcnt_1000796,0.004904642202405612
Apcnt_1000808,0.0025524910836436858
Apcnt_1000816,0.023120397794570133
Apcnt_1000820,0.005706555886605421
Apcnt_1000824,0.07354862943584861
Apcnt_1000856,0.6414070005075946
Apcnt_1000872,0.7302412382289625
Apcnt_1000880,0.06626142426317422
Apcnt_1000904,0.24834940296418867
Apcnt_1000912,0.7363673193283673
Apcnt_1000920,0.8049521288686936
Apcnt_1000952,0.072631114184031
Apcnt_1000960,0.11386515370046323
Apcnt_1000964,0.19164762616753822
Apcnt_1000968,0.015620675938226988
Apcnt_1000976,0.7768678312421635
Apcnt_1000984,0.5588045829920656
Apcnt_1000992,0.23170414929111546
Apcnt_1000996,0.5277579989252357
Apcnt_1001000,0.1850295824300683
Apcnt_1001008,0.09437697970653865
Apcnt_1001028,0.022676440089268265
Apcnt_1001032,0.5818910682200945
Apcnt_1001036,0.7845836399808925
Apcnt_1001040,0.5973282383257376
Apcnt_1001048,0.6763513797481889
Apcnt_1001052,0.03160472220827557
Apcnt_1001068,0.8835886332631122
Apcnt_1001076,0.1495344768792185
Apcnt_1001080,0.18923970061754886
Apcnt_1001092,0.10532665384686409
Apcnt_1001120,0.7579335148715959
Apcnt_1001144,0.6309475475062686
Apcnt_1001148,0.16781963365244543
Apcnt_1001168,0.15266171065914574
Apcnt_1001176,0.8632493573893574
Apcnt_1001200,0.16964174960105785
Apcnt_1001224,0.3901006332020889
Apcnt_1001228,0.6093543828340563
Apcnt_1001236,0.042243515714585754
Apcnt_1001244,0.24688247008986125
Apcnt_1001248,0.015832225098981734
Apcnt_1001256,0.3147103553629828
Apcnt_1001260,0.19110902068447758
Apcnt_1001264,0.008447560731453621
Apcnt_1001288,0.03746529654259219
Apcnt_1001292,0.09518661632185242
Apcnt_1001296,0.05264469776906983
Apcnt_1001304,0.26730872595684874
Apcnt_1001308,0.11639596337436847
Apcnt_1001316,0.151576511305627
Apcnt_1001320,0.4360760424695663
Apcnt_1001352,0.4713144755408494
Apcnt_1001360,0.3850133324807156
Apcnt_1001376,0.882856514128302
Apcnt_1001384,0.06306324100226775
Apcnt_1001388,0.5376992872990433
Apcnt_1001400,0.9203026408987239
Apcnt_1001416,0.6136979493378036
Apcnt_1001436,0.7039081008169843
Apcnt_1001452,0.3944999672132242
Apcnt_1001456,0.04691534410609769
Apcnt_1001468,0.7457338149177543
Apcnt_1001480,0.13272905512977884
Apcnt_1001488,0.32200077949128336
Apcnt_1001508,0.5890787202562612
Apcnt_1001512,0.043079784447710455
Apcnt_1001516,0.5413421997443966
Apcnt_1001528,0.43845078245600216
Apcnt_1001532,0.2047501376278318
Apcnt_1001548,0.009310368983956516
Apcnt_1001552,0.007171998929032027
Apcnt_1001572,0.2275851456750886
Apcnt_1001580,0.01588568177578083
Apcnt_1001584,0.037570671519672215
Apcnt_1001624,0.08477694490794485
Apcnt_1001632,0.026093658404655138
Apcnt_1001668,0.03933701645175184
Apcnt_1001692,0.03905047083781431
Apcnt_1001700,0.01643210316001071
Apcnt_1001708,0.1016964713347056
Apcnt_1001716,0.04069153842876877
Apcnt_1001732,0.037345918986173975
Apcnt_1001752,0.5475828871259281
Apcnt_1001760,0.024225024700345613
Apcnt_1001764,0.017500931808754533
Apcnt_1001776,0.32448880548636855
Apcnt_1001780,0.2711358602769992
Apcnt_1001788,0.8281529970468926
Apcnt_1001792,0.02764286202646214
Apcnt_1001800,0.13901067686260973
Apcnt_1001820,0.2839081856556802
Apcnt_1001828,0.6962946992525042
Apcnt_1001836,0.08403107462885792
Apcnt_1001844,0.4830284164525272
Apcnt_1001848,0.23351430549285762
